titles,reviews
1975 킬링필드  푸난," 이른바 ‘킬링필드’를 소재로 한 애니메이션 한 편이 개봉을 앞두고 있다. 애니메이션 <1975 킬링필드  푸난>은 경쾌한 배경음악과 함께 사람들의 일상을 보여준다.

하지만 이런 분위기와 상반되게 무장단체 크메르 루주의 전위부대 앙카가 1975년 4월 17일  수도 프놈펜을 점령해 무려 150만 명이 넘는 이들이 내쫓기는 상황에 놓인다.

이들은 미래가 불투명한 채 계속해서 앙카가 시키는 대로 이동할 수밖에 없다.

수 많은 사람들이 짐을 바리바리 싸 들고 걸어서 대이동 한다. 심지어 앙카는 외국의 자본주의를 경계해야 한다며 자동차를 시민들의 부숴버린다.

앙카는 피난민들에게 혁명에 동참할 것을 강요한다. 그들의 강압으로 사람들은 각자 협동조합에 배치돼 강제노역을 하러 끌려간다.

그 과정에서 강을 건너야 하는 상황이 되자 슈의 3살짜리 아들 소반이 갑자기 혼자 반대방향으로 뛰어간다.

슈와 남편 쿠온이 뒤따라 갔으나 앙카의 저지로 아이를 찾지 못한 채 그대로 강을 건넌다.

한편  부모와 헤어진 소반은 할머니와 함께 다른 협종조합에 배치된다.

앙카는 미국 때문에 제국주의에 물든 ‘신인민’을 용서하고  새 사람으로 만들어주겠다며 모두 같은 복장과 헤어스타일을 강요하는 등 공산주의를 강요한다.

그들은 제국주의를 털어내기 위해 사람들에게 자아비판을 강요한다. 또 곧 공평하고  정의로운 사회가 열릴 거라며 정작 자신들은 일하지도 않으면서 더 잘 먹는다.

아들과 헤어진 슈는 곧 아들을 보러갈 수 있다는 희망으로 누구보다 열심히 일하지만  몇 달이 지나도 아들과 만나지 못한다.

시간이 흐르자 적은 배급량과 고된 노동으로 사람들이 하나  둘 죽어 나간다. 쿠온의 남동생 툿이 아파서 진료소에 가야하는 상황이 되자  찬이라는 여자가 진료소에 가봐야 치료도 안 해주고 죽을때까지  방치한다며 자기가 도와주겠다며 자기 아들을 소반의 부모에게 맡긴 후 돈을 챙겨서 어디론가 가더니 통 오질 않는다.

자칫 찬이 돌아오지 않으면 소반의 부모가 찬의 아들 림을 먹여 살려야 할 처지가 된다.

다행히 찬이 1주일 만에 돌아온다. 하지만 그녀는 브로커를 만나지 못했다며 처참한 몰골로 돌아와서 슈에게 림을 부탁한다.

한편  슈는 아들이 이송된 북쪽으로 이송되자 아들을 찾아보려 애쓴다. 하지만  소반이라는 이름이 흔하기도 하고  다들 누군가를 찾는 처지라 아들을 찾기란 쉽지 않다.

슈는 그곳에서 여자들이 살기 위해 인간으로서 존엄성까지 내던지는 참담한 현실을 목격하게 된다.

시간이 흘러 1978년 8월. 쿠온은 북쪽에서 온 아이가 어린이 캠프의 존재를 알려주자 거기 소반도 있을지 모른다는 생각에 헤어진 아내를 찾아와 함께 소반을 찾으러 떠난다.

하지만  소반을 찾으러 가는 도중 베트남군이 쳐들어 와 고비를 맞는다. 소반과 만난 두 사람은 캄보디아를 떠나 태국으로 가기 위해 여정을 떠난다.

그 과정에서 앙카와 마주치자 쿠온이 목숨을 걸고 그들을 유인해 무사히 아들과 아내가 캄보디아를 탈출할 수 있게 돕는다.

애니메이션 <1975 킬링필드  푸난>은 1975년부터 1979년까지 4년여 동안 권력을 휘두른 크메르 루주의 만행을 다룬 프랑스 작품이다.

이들은 총 170만 명에서 200만 명에 이르는 시민들을 학살했다. 이 작품에 직접 언급되진 않지만  당시 이들은 기회주의라는 죄명으로 지식인들과 기술인들을 모조리 죽였다.

이 일로 베트남군의 개입으로 크메르 루주가 물러난 지금까지도 캄보디아는 과거보다 후퇴된 삶을 살고 있다.

캄보디아의 아픈 역사를 그린 애니메이션 <1975 킬링필드  푸난>은 오는 27일 개봉한다.

/마이스타 이경헌 기자

기사 원문보기 http://www.mystar.ne.kr/archives/9815
[마이스타] 캄보디아의 아픈 역사  애니메이션으로 탄생
이른바 ‘킬링필드’를 소재로 한 애니메이션 한 편이 개봉을 앞두고 있다. 애니메이션 은 경쾌한 배경음악과 함께 사람들의 일상을 보여준다.
www.mystar.ne.kr
1975 킬링필드  푸난
감독
드니 도
출연
베레니스 베조  루이 가렐
개봉
2022.01.27. 프랑스
리뷰보기
  애니 [1975 킬링필드  푸난] 예고편(한글) : 2022.01.27




""당신들은 다 빼앗아 갔어. 우리의 삶  가족  존엄성까지도""

1975년  캄보디아 수도 프놈펜이 공산주의 무장단체 크메르 루주에 의해 장악된다.
평범한 삶을 살던 '슈'의 가족들은 하루아침에 길 위로 내몰리고 피난 중에 3살 아들 '소반'이 없어진다.
희망 없는 현실 속에서 모든 걸 포기하려는 순간  '슈'에게 아들을 만날 마지막 기회가 찾아온다.
2022.01 / Funan  2018 / 프랑스 애니메이션

감독: 드니 도
출연: 베레니스 베조(슈)  루이 가렐(쿠온)

*정보
https://movie.naver.com/movie/bi/mi/basic.naver?code=176037






















 "
